breed,Q121,Q125,Q127,Q124,Q54,Q123,Q60,Q17,frac_of_breed,img
dachshund,negative,negative,any,any,negative,any,negative,negative,0.022222222,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,negative,any,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,negative,positive,any,any,0.066666667,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,negative,positive,any,negative,0.02962963,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,negative,positive,negative,any,0.022222222,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,negative,positive,negative,negative,0.022222222,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,negative,positive,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,positive,any,any,any,0.022222222,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,positive,any,any,negative,0.014814815,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,positive,any,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,positive,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,any,positive,positive,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,negative,any,any,any,any,0.037037037,./img/breeds/dachshund.png
dachshund,negative,negative,any,negative,any,any,any,negative,0.014814815,./img/breeds/dachshund.png
dachshund,negative,negative,any,negative,any,any,negative,any,0.022222222,./img/breeds/dachshund.png
dachshund,negative,negative,any,negative,any,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,negative,any,positive,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,negative,negative,any,any,any,0.022222222,./img/breeds/dachshund.png
dachshund,negative,negative,any,negative,negative,any,negative,any,0.022222222,./img/breeds/dachshund.png
dachshund,negative,negative,any,negative,positive,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,negative,positive,any,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,positive,any,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,positive,any,any,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,positive,any,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,positive,any,positive,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,positive,negative,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,positive,negative,any,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,positive,negative,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,any,positive,negative,positive,positive,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,negative,any,any,any,any,any,0.037037037,./img/breeds/dachshund.png
dachshund,negative,negative,negative,any,any,any,any,negative,0.014814815,./img/breeds/dachshund.png
dachshund,negative,negative,negative,any,any,any,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,negative,any,any,negative,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,negative,any,any,positive,any,any,0.022222222,./img/breeds/dachshund.png
dachshund,negative,negative,negative,any,any,positive,any,negative,0.014814815,./img/breeds/dachshund.png
dachshund,negative,negative,negative,any,negative,any,any,any,0.022222222,./img/breeds/dachshund.png
dachshund,negative,negative,negative,any,negative,any,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,negative,any,negative,any,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,negative,any,negative,positive,any,any,0.014814815,./img/breeds/dachshund.png
dachshund,negative,negative,negative,any,negative,positive,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,negative,any,positive,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,negative,any,positive,any,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,negative,any,positive,positive,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,negative,any,positive,positive,any,negative,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,negative,negative,any,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,negative,negative,any,any,negative,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,negative,negative,negative,any,any,any,0.007407407,./img/breeds/dachshund.png
dachshund,negative,negative,negative,negative,negative,any,negative,any,0.007407407,./img/breeds/dachshund.png
poodle,any,any,any,any,any,any,any,any,1,
poodle,any,any,any,any,any,any,any,negative,0.225,
poodle,any,any,any,any,any,any,negative,any,0.308333333,
poodle,any,any,any,any,any,any,negative,negative,0.075,
poodle,any,any,any,any,any,any,positive,any,0.208333333,
poodle,any,any,any,any,any,any,positive,negative,0.041666667,
poodle,any,any,any,any,any,negative,any,any,0.091666667,
poodle,any,any,any,any,any,negative,any,negative,0.033333333,
poodle,any,any,any,any,any,negative,negative,any,0.033333333,
poodle,any,any,any,any,any,negative,negative,negative,0.016666667,
poodle,any,any,any,any,any,negative,positive,any,0.016666667,
poodle,any,any,any,any,any,positive,any,any,0.55,
poodle,any,any,any,any,any,positive,any,negative,0.091666667,
poodle,any,any,any,any,any,positive,negative,any,0.175,
poodle,any,any,any,any,any,positive,negative,negative,0.033333333,
poodle,any,any,any,any,any,positive,positive,any,0.108333333,
poodle,any,any,any,any,any,positive,positive,negative,0.008333333,
poodle,any,any,any,any,negative,any,any,any,0.466666667,
poodle,any,any,any,any,negative,any,any,negative,0.125,
poodle,any,any,any,any,negative,any,negative,any,0.133333333,
poodle,any,any,any,any,negative,any,negative,negative,0.041666667,
poodle,any,any,any,any,negative,any,positive,any,0.075,
poodle,any,any,any,any,negative,any,positive,negative,0.016666667,
poodle,any,any,any,any,negative,negative,any,any,0.05,
poodle,any,any,any,any,negative,negative,any,negative,0.008333333,
poodle,any,any,any,any,negative,negative,negative,any,0.016666667,
poodle,any,any,any,any,negative,negative,negative,negative,0.008333333,
poodle,any,any,any,any,negative,negative,positive,any,0.008333333,
poodle,any,any,any,any,negative,positive,any,any,0.233333333,
poodle,any,any,any,any,negative,positive,any,negative,0.066666667,
poodle,any,any,any,any,negative,positive,negative,any,0.091666667,
poodle,any,any,any,any,negative,positive,negative,negative,0.033333333,
poodle,any,any,any,any,negative,positive,positive,any,0.016666667,
poodle,any,any,any,any,positive,any,any,any,0.125,
poodle,any,any,any,any,positive,any,any,negative,0.016666667,
poodle,any,any,any,any,positive,any,negative,any,0.05,
poodle,any,any,any,any,positive,any,positive,any,0.025,
poodle,any,any,any,any,positive,negative,any,any,0.016666667,
poodle,any,any,any,any,positive,negative,any,negative,0.008333333,
poodle,any,any,any,any,positive,negative,positive,any,0.008333333,
poodle,any,any,any,any,positive,positive,any,any,0.083333333,
poodle,any,any,any,any,positive,positive,any,negative,0.008333333,
poodle,any,any,any,any,positive,positive,negative,any,0.025,
poodle,any,any,any,any,positive,positive,positive,any,0.016666667,
poodle,any,any,any,negative,any,any,any,any,0.208333333,
poodle,any,any,any,negative,any,any,any,negative,0.058333333,
poodle,any,any,any,negative,any,any,negative,any,0.041666667,
poodle,any,any,any,negative,any,any,negative,negative,0.008333333,
poodle,any,any,any,negative,any,any,positive,any,0.05,
poodle,any,any,any,negative,any,any,positive,negative,0.025,
poodle,any,any,any,negative,any,negative,any,any,0.025,
poodle,any,any,any,negative,any,negative,any,negative,0.008333333,
poodle,any,any,any,negative,any,negative,negative,any,0.025,
poodle,any,any,any,negative,any,negative,negative,negative,0.008333333,
poodle,any,any,any,negative,any,positive,any,any,0.108333333,
poodle,any,any,any,negative,any,positive,any,negative,0.016666667,
poodle,any,any,any,negative,any,positive,negative,any,0.016666667,
poodle,any,any,any,negative,any,positive,positive,any,0.016666667,
poodle,any,any,any,negative,any,positive,positive,negative,0.008333333,
poodle,any,any,any,negative,negative,any,any,any,0.108333333,
poodle,any,any,any,negative,negative,any,any,negative,0.041666667,
poodle,any,any,any,negative,negative,any,negative,any,0.016666667,
poodle,any,any,any,negative,negative,any,positive,any,0.025,
poodle,any,any,any,negative,negative,any,positive,negative,0.016666667,
poodle,any,any,any,negative,negative,negative,any,any,0.008333333,
poodle,any,any,any,negative,negative,negative,negative,any,0.008333333,
poodle,any,any,any,negative,negative,positive,any,any,0.05,
poodle,any,any,any,negative,negative,positive,any,negative,0.008333333,
poodle,any,any,any,negative,negative,positive,negative,any,0.008333333,
poodle,any,any,any,positive,any,any,any,any,0.116666667,
poodle,any,any,any,positive,any,any,any,negative,0.041666667,
poodle,any,any,any,positive,any,any,negative,any,0.033333333,
poodle,any,any,any,positive,any,any,negative,negative,0.025,
poodle,any,any,any,positive,any,any,positive,any,0.025,
poodle,any,any,any,positive,any,positive,any,any,0.108333333,
poodle,any,any,any,positive,any,positive,any,negative,0.033333333,
poodle,any,any,any,positive,any,positive,negative,any,0.025,
poodle,any,any,any,positive,any,positive,negative,negative,0.016666667,
poodle,any,any,any,positive,any,positive,positive,any,0.025,
poodle,any,any,any,positive,negative,any,any,any,0.075,
poodle,any,any,any,positive,negative,any,any,negative,0.025,
poodle,any,any,any,positive,negative,any,negative,any,0.025,
poodle,any,any,any,positive,negative,any,negative,negative,0.016666667,
poodle,any,any,any,positive,negative,positive,any,any,0.075,
poodle,any,any,any,positive,negative,positive,any,negative,0.025,
poodle,any,any,any,positive,negative,positive,negative,any,0.025,
poodle,any,any,any,positive,negative,positive,negative,negative,0.016666667,
poodle,any,any,any,positive,positive,any,any,any,0.016666667,
poodle,any,any,any,positive,positive,any,any,negative,0.008333333,
poodle,any,any,any,positive,positive,any,positive,any,0.008333333,
poodle,any,any,any,positive,positive,positive,any,any,0.016666667,
poodle,any,any,any,positive,positive,positive,any,negative,0.008333333,
poodle,any,any,any,positive,positive,positive,positive,any,0.008333333,
poodle,any,any,negative,any,any,any,any,any,0.291666667,
poodle,any,any,negative,any,any,any,any,negative,0.083333333,
poodle,any,any,negative,any,any,any,negative,any,0.066666667,
poodle,any,any,negative,any,any,any,negative,negative,0.025,
poodle,any,any,negative,any,any,any,positive,any,0.066666667,
poodle,any,any,negative,any,any,any,positive,negative,0.025,
poodle,any,any,negative,any,any,negative,any,any,0.05,
poodle,any,any,negative,any,any,negative,any,negative,0.025,
poodle,any,any,negative,any,any,negative,negative,any,0.025,
poodle,any,any,negative,any,any,negative,negative,negative,0.008333333,
poodle,any,any,negative,any,any,negative,positive,any,0.008333333,
poodle,any,any,negative,any,any,positive,any,any,0.125,
poodle,any,any,negative,any,any,positive,any,negative,0.025,
poodle,any,any,negative,any,any,positive,negative,any,0.025,
poodle,any,any,negative,any,any,positive,negative,negative,0.008333333,
poodle,any,any,negative,any,any,positive,positive,any,0.033333333,
poodle,any,any,negative,any,any,positive,positive,negative,0.008333333,
poodle,any,any,negative,any,negative,any,any,any,0.15,
poodle,any,any,negative,any,negative,any,any,negative,0.025,
poodle,any,any,negative,any,negative,any,negative,any,0.041666667,
poodle,any,any,negative,any,negative,any,negative,negative,0.008333333,
poodle,any,any,negative,any,negative,any,positive,any,0.025,
poodle,any,any,negative,any,negative,any,positive,negative,0.008333333,
poodle,any,any,negative,any,negative,negative,any,any,0.008333333,
poodle,any,any,negative,any,negative,negative,negative,any,0.008333333,
poodle,any,any,negative,any,negative,positive,any,any,0.075,
poodle,any,any,negative,any,negative,positive,any,negative,0.016666667,
poodle,any,any,negative,any,negative,positive,negative,any,0.025,
poodle,any,any,negative,any,negative,positive,negative,negative,0.008333333,
poodle,any,any,negative,any,negative,positive,positive,any,0.008333333,
poodle,any,any,negative,any,positive,any,any,any,0.033333333,
poodle,any,any,negative,any,positive,any,any,negative,0.008333333,
poodle,any,any,negative,any,positive,any,positive,any,0.008333333,
poodle,any,any,negative,any,positive,negative,any,any,0.016666667,
poodle,any,any,negative,any,positive,negative,any,negative,0.008333333,
poodle,any,any,negative,any,positive,negative,positive,any,0.008333333,
poodle,any,any,negative,any,positive,positive,any,any,0.016666667,
poodle,any,any,negative,negative,any,any,any,any,0.066666667,
poodle,any,any,negative,negative,any,any,any,negative,0.025,
poodle,any,any,negative,negative,any,any,negative,any,0.025,
poodle,any,any,negative,negative,any,any,negative,negative,0.008333333,
poodle,any,any,negative,negative,any,any,positive,any,0.016666667,
poodle,any,any,negative,negative,any,any,positive,negative,0.016666667,
poodle,any,any,negative,negative,any,negative,any,any,0.025,
poodle,any,any,negative,negative,any,negative,any,negative,0.008333333,
